Position,code,Geography,Treatment,vialnum,Sex,exp,cfuA,cfuL,repexp,total,GT,Bacteria,Replicate,Duplicate,SortOrder,Plate,Side,type
391,H Control M 4 NA 1830 3 Flies 2 NA,H,Control,H Control M 4 NA 1830 3 Flies 2 NA,M,3,92220,200,H Control M 4 NA 1830 3 Flies 2 NA,92420,HControl,G,4,NA,1830,Flies 2,NA,fly
393,H Control M 4 NA 1832 3 Flies 2 NA,H,Control,H Control M 4 NA 1832 3 Flies 2 NA,M,3,19477.5,450,H Control M 4 NA 1832 3 Flies 2 NA,19927.5,HControl,G,4,NA,1832,Flies 2,NA,fly
395,H Control M 4 NA 1834 3 Flies 2 NA,H,Control,H Control M 4 NA 1834 3 Flies 2 NA,M,3,17092.5,375,H Control M 4 NA 1834 3 Flies 2 NA,17467.5,HControl,G,4,NA,1834,Flies 2,NA,fly
599,H Control M 4 NA 2032 3 Flies 3 NA,H,Control,H Control M 4 NA 2032 3 Flies 3 NA,M,3,534240,0,H Control M 4 NA 2032 3 Flies 3 NA,534240,HControl,LAB,4,NA,2032,Flies 3,NA,fly
603,H Control M 4 2 2036 3 Flies 3 NA,H,Control,H Control M 4 2 2036 3 Flies 3 NA,M,3,54060,375,H Control M 4 2 2036 3 Flies 3 NA,54435,HControl,LAB,4,2,2036,Flies 3,NA,fly
605,H Control M 4 2 2038 3 Flies 3 NA,H,Control,H Control M 4 2 2038 3 Flies 3 NA,M,3,73140,0,H Control M 4 2 2038 3 Flies 3 NA,73140,HControl,LAB,4,2,2038,Flies 3,NA,fly
607,H Control M 4 2 2040 3 Flies 3 NA,H,Control,H Control M 4 2 2040 3 Flies 3 NA,M,3,85860,75,H Control M 4 2 2040 3 Flies 3 NA,85935,HControl,LAB,4,2,2040,Flies 3,NA,fly
435,H Control M 4 NA 3698 5 Flies 2 NA,H,Control,H Control M 4 NA 3698 5 Flies 2 NA,M,5,50880,0,H Control M 4 NA 3698 5 Flies 2 NA,50880,HControl,CV,4,NA,3698,Flies 2,NA,fly
437,H Control M 4 NA 3700 5 Flies 2 NA,H,Control,H Control M 4 NA 3700 5 Flies 2 NA,M,5,47700,0,H Control M 4 NA 3700 5 Flies 2 NA,47700,HControl,CV,4,NA,3700,Flies 2,NA,fly
439,H Control M 4 NA 3702 5 Flies 2 NA,H,Control,H Control M 4 NA 3702 5 Flies 2 NA,M,5,22260,0,H Control M 4 NA 3702 5 Flies 2 NA,22260,HControl,CV,4,NA,3702,Flies 2,NA,fly
461,H Control NA 4 NA 1900 3 Diet 2 NA,H,Control,H Control NA 4 NA 1900 3 Diet 2 NA,NA,3,6309120,0,H Control NA 4 NA 1900 3 Diet 2 NA,6309120,HControl,G,4,NA,1900,Diet 2,NA,diet
463,H Control NA 4 NA 1902 3 Diet 2 NA,H,Control,H Control NA 4 NA 1902 3 Diet 2 NA,NA,3,6512640,0,H Control NA 4 NA 1902 3 Diet 2 NA,6512640,HControl,G,4,NA,1902,Diet 2,NA,diet
465,H Control NA 4 NA 1904 3 Diet 2 NA,H,Control,H Control NA 4 NA 1904 3 Diet 2 NA,NA,3,43960320,0,H Control NA 4 NA 1904 3 Diet 2 NA,43960320,HControl,G,4,NA,1904,Diet 2,NA,diet
467,H Control NA 4 NA 1906 3 Diet 2 NA,H,Control,H Control NA 4 NA 1906 3 Diet 2 NA,NA,3,5291520,0,H Control NA 4 NA 1906 3 Diet 2 NA,5291520,HControl,G,4,NA,1906,Diet 2,NA,diet
469,H Control NA 4 NA 1908 3 Diet 2 NA,H,Control,H Control NA 4 NA 1908 3 Diet 2 NA,NA,3,5088000,0,H Control NA 4 NA 1908 3 Diet 2 NA,5088000,HControl,G,4,NA,1908,Diet 2,NA,diet
471,H Control NA 4 NA 1910 3 Diet 2 NA,H,Control,H Control NA 4 NA 1910 3 Diet 2 NA,NA,3,3052800,0,H Control NA 4 NA 1910 3 Diet 2 NA,3052800,HControl,G,4,NA,1910,Diet 2,NA,diet
785,H Control NA 4 NA 2205 3 Diet 3 NA,H,Control,H Control NA 4 NA 2205 3 Diet 3 NA,NA,3,35819520,0,H Control NA 4 NA 2205 3 Diet 3 NA,35819520,HControl,LAB,4,NA,2205,Diet 3,NA,diet
787,H Control NA 4 NA 2207 3 Diet 3 NA,H,Control,H Control NA 4 NA 2207 3 Diet 3 NA,NA,3,35819520,0,H Control NA 4 NA 2207 3 Diet 3 NA,35819520,HControl,LAB,4,NA,2207,Diet 3,NA,diet
789,H Control NA 4 2 2209 3 Diet 3 NA,H,Control,H Control NA 4 2 2209 3 Diet 3 NA,NA,3,6512640,0,H Control NA 4 2 2209 3 Diet 3 NA,6512640,HControl,LAB,4,2,2209,Diet 3,NA,diet
791,H Control NA 4 2 2211 3 Diet 3 NA,H,Control,H Control NA 4 2 2211 3 Diet 3 NA,NA,3,99317760,0,H Control NA 4 2 2211 3 Diet 3 NA,99317760,HControl,LAB,4,2,2211,Diet 3,NA,diet
793,H Control NA 4 2 2213 3 Diet 3 NA,H,Control,H Control NA 4 2 2213 3 Diet 3 NA,NA,3,50472960,0,H Control NA 4 2 2213 3 Diet 3 NA,50472960,HControl,LAB,4,2,2213,Diet 3,NA,diet
795,H Control NA 4 2 2215 3 Diet 3 NA,H,Control,H Control NA 4 2 2215 3 Diet 3 NA,NA,3,9768960,0,H Control NA 4 2 2215 3 Diet 3 NA,9768960,HControl,LAB,4,2,2215,Diet 3,NA,diet
797,H Control NA 4 2 2217 3 Diet 3 NA,H,Control,H Control NA 4 2 2217 3 Diet 3 NA,NA,3,50472960,0,H Control NA 4 2 2217 3 Diet 3 NA,50472960,HControl,LAB,4,2,2217,Diet 3,NA,diet
799,H Control NA 4 2 2219 3 Diet 3 NA,H,Control,H Control NA 4 2 2219 3 Diet 3 NA,NA,3,35819520,0,H Control NA 4 2 2219 3 Diet 3 NA,35819520,HControl,LAB,4,2,2219,Diet 3,NA,diet
653,H Control NA 4 NA 3916 5 Diet 2 NA,H,Control,H Control NA 4 NA 3916 5 Diet 2 NA,NA,5,1017600,0,H Control NA 4 NA 3916 5 Diet 2 NA,1017600,HControl,CV,4,NA,3916,Diet 2,NA,diet
655,H Control NA 4 NA 3918 5 Diet 2 NA,H,Control,H Control NA 4 NA 3918 5 Diet 2 NA,NA,5,1424640,0,H Control NA 4 NA 3918 5 Diet 2 NA,1424640,HControl,CV,4,NA,3918,Diet 2,NA,diet
657,H Control NA 4 NA 3920 5 Diet 2 NA,H,Control,H Control NA 4 NA 3920 5 Diet 2 NA,NA,5,2238720,0,H Control NA 4 NA 3920 5 Diet 2 NA,2238720,HControl,CV,4,NA,3920,Diet 2,NA,diet
659,H Control NA 4 NA 3922 5 Diet 2 NA,H,Control,H Control NA 4 NA 3922 5 Diet 2 NA,NA,5,8140800,0,H Control NA 4 NA 3922 5 Diet 2 NA,8140800,HControl,CV,4,NA,3922,Diet 2,NA,diet
661,H Control NA 4 NA 3924 5 Diet 2 NA,H,Control,H Control NA 4 NA 3924 5 Diet 2 NA,NA,5,1424640,0,H Control NA 4 NA 3924 5 Diet 2 NA,1424640,HControl,CV,4,NA,3924,Diet 2,NA,diet
663,H Control NA 4 NA 3926 5 Diet 2 NA,H,Control,H Control NA 4 NA 3926 5 Diet 2 NA,NA,5,2442240,0,H Control NA 4 NA 3926 5 Diet 2 NA,2442240,HControl,CV,4,NA,3926,Diet 2,NA,diet
27,L Choice F 4 NA 3291 5 Flies 1 NA,L,Choice,L Choice F 4 NA 3291 5 Flies 1 NA,F,5,457920,325,L Choice F 4 NA 3291 5 Flies 1 NA,458245,LChoice,CV,4,NA,3291,Flies 1,NA,fly
29,L Choice F 4 NA 3293 5 Flies 1 NA,L,Choice,L Choice F 4 NA 3293 5 Flies 1 NA,F,5,127200,75,L Choice F 4 NA 3293 5 Flies 1 NA,127275,LChoice,CV,4,NA,3293,Flies 1,NA,fly
31,L Choice F 4 NA 3295 5 Flies 1 NA,L,Choice,L Choice F 4 NA 3295 5 Flies 1 NA,F,5,483360,300,L Choice F 4 NA 3295 5 Flies 1 NA,483660,LChoice,CV,4,NA,3295,Flies 1,NA,fly
23,L Choice M 4 NA 3287 5 Flies 1 NA,L,Choice,L Choice M 4 NA 3287 5 Flies 1 NA,M,5,15502.5,3975,L Choice M 4 NA 3287 5 Flies 1 NA,19477.5,LChoice,CV,4,NA,3287,Flies 1,NA,fly
25,L Choice M 4 NA 3289 5 Flies 1 NA,L,Choice,L Choice M 4 NA 3289 5 Flies 1 NA,M,5,508800,50,L Choice M 4 NA 3289 5 Flies 1 NA,508850,LChoice,CV,4,NA,3289,Flies 1,NA,fly
217,L Choice NA 4 NA 3481 5 Diet 1 A,L,Choice,L Choice NA 4 NA 3481 5 Diet 1 A,NA,5,1221120,0,L Choice NA 4 NA 3481 5 Diet 1 A,1221120,LChoice,CV,4,NA,3481,Diet 1,A,diet
219,L Choice NA 4 NA 3483 5 Diet 1 A,L,Choice,L Choice NA 4 NA 3483 5 Diet 1 A,NA,5,1424640,0,L Choice NA 4 NA 3483 5 Diet 1 A,1424640,LChoice,CV,4,NA,3483,Diet 1,A,diet
221,L Choice NA 4 NA 3485 5 Diet 1 A,L,Choice,L Choice NA 4 NA 3485 5 Diet 1 A,NA,5,3256320,0,L Choice NA 4 NA 3485 5 Diet 1 A,3256320,LChoice,CV,4,NA,3485,Diet 1,A,diet
223,L Choice NA 4 NA 3487 5 Diet 1 L,L,Choice,L Choice NA 4 NA 3487 5 Diet 1 L,NA,5,3256320,0,L Choice NA 4 NA 3487 5 Diet 1 L,3256320,LChoice,CV,4,NA,3487,Diet 1,L,diet
225,L Choice NA 4 NA 3489 5 Diet 1 L,L,Choice,L Choice NA 4 NA 3489 5 Diet 1 L,NA,5,3052800,25,L Choice NA 4 NA 3489 5 Diet 1 L,3052825,LChoice,CV,4,NA,3489,Diet 1,L,diet
227,L Choice NA 4 NA 3491 5 Diet 1 L,L,Choice,L Choice NA 4 NA 3491 5 Diet 1 L,NA,5,2645760,25,L Choice NA 4 NA 3491 5 Diet 1 L,2645785,LChoice,CV,4,NA,3491,Diet 1,L,diet
57,MD Control F 4 NA 3321 5 Flies 1 NA,MD,Control,MD Control F 4 NA 3321 5 Flies 1 NA,F,5,661440,0,MD Control F 4 NA 3321 5 Flies 1 NA,661440,MDControl,CV,4,NA,3321,Flies 1,NA,fly
59,MD Control F 4 NA 3323 5 Flies 1 NA,MD,Control,MD Control F 4 NA 3323 5 Flies 1 NA,F,5,763200,0,MD Control F 4 NA 3323 5 Flies 1 NA,763200,MDControl,CV,4,NA,3323,Flies 1,NA,fly
61,MD Control F 4 NA 3325 5 Flies 1 NA,MD,Control,MD Control F 4 NA 3325 5 Flies 1 NA,F,5,159000,0,MD Control F 4 NA 3325 5 Flies 1 NA,159000,MDControl,CV,4,NA,3325,Flies 1,NA,fly
51,MD Control M 4 NA 3315 5 Flies 1 NA,MD,Control,MD Control M 4 NA 3315 5 Flies 1 NA,M,5,124020,300,MD Control M 4 NA 3315 5 Flies 1 NA,124320,MDControl,CV,4,NA,3315,Flies 1,NA,fly
53,MD Control M 4 NA 3317 5 Flies 1 NA,MD,Control,MD Control M 4 NA 3317 5 Flies 1 NA,M,5,178080,0,MD Control M 4 NA 3317 5 Flies 1 NA,178080,MDControl,CV,4,NA,3317,Flies 1,NA,fly
55,MD Control M 4 NA 3319 5 Flies 1 NA,MD,Control,MD Control M 4 NA 3319 5 Flies 1 NA,M,5,82680,125,MD Control M 4 NA 3319 5 Flies 1 NA,82805,MDControl,CV,4,NA,3319,Flies 1,NA,fly
241,MD Control NA 4 NA 3505 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3505 5 Diet 1 NA,NA,5,4680960,0,MD Control NA 4 NA 3505 5 Diet 1 NA,4680960,MDControl,CV,4,NA,3505,Diet 1,NA,diet
243,MD Control NA 4 NA 3507 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3507 5 Diet 1 NA,NA,5,3459840,0,MD Control NA 4 NA 3507 5 Diet 1 NA,3459840,MDControl,CV,4,NA,3507,Diet 1,NA,diet
245,MD Control NA 4 NA 3509 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3509 5 Diet 1 NA,NA,5,1017600,25,MD Control NA 4 NA 3509 5 Diet 1 NA,1017625,MDControl,CV,4,NA,3509,Diet 1,NA,diet
247,MD Control NA 4 NA 3511 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3511 5 Diet 1 NA,NA,5,1221120,75,MD Control NA 4 NA 3511 5 Diet 1 NA,1221195,MDControl,CV,4,NA,3511,Diet 1,NA,diet
249,MD Control NA 4 NA 3513 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3513 5 Diet 1 NA,NA,5,3866880,0,MD Control NA 4 NA 3513 5 Diet 1 NA,3866880,MDControl,CV,4,NA,3513,Diet 1,NA,diet
251,MD Control NA 4 NA 3515 5 Diet 1 NA,MD,Control,MD Control NA 4 NA 3515 5 Diet 1 NA,NA,5,3256320,0,MD Control NA 4 NA 3515 5 Diet 1 NA,3256320,MDControl,CV,4,NA,3515,Diet 1,NA,diet
7,PA Choice F 4 NA 1547 3 Flies 1 NA,PA,Choice,PA Choice F 4 NA 1547 3 Flies 1 NA,F,3,5962.5,3180,PA Choice F 4 NA 1547 3 Flies 1 NA,9142.5,PAChoice,LAB,4,NA,1547,Flies 1,NA,fly
9,PA Choice F 4 NA 1549 3 Flies 1 NA,PA,Choice,PA Choice F 4 NA 1549 3 Flies 1 NA,F,3,5962.5,175,PA Choice F 4 NA 1549 3 Flies 1 NA,6137.5,PAChoice,LAB,4,NA,1549,Flies 1,NA,fly
11,PA Choice F 4 NA 1551 3 Flies 1 NA,PA,Choice,PA Choice F 4 NA 1551 3 Flies 1 NA,F,3,69960,0,PA Choice F 4 NA 1551 3 Flies 1 NA,69960,PAChoice,LAB,4,NA,1551,Flies 1,NA,fly
117,PA Choice F 4 NA 1656 3 Flies 1 NA,PA,Choice,PA Choice F 4 NA 1656 3 Flies 1 NA,F,3,76320,2782.5,PA Choice F 4 NA 1656 3 Flies 1 NA,79102.5,PAChoice,AAB,4,NA,1656,Flies 1,NA,fly
119,PA Choice F 4 NA 1658 3 Flies 1 NA,PA,Choice,PA Choice F 4 NA 1658 3 Flies 1 NA,F,3,712320,350,PA Choice F 4 NA 1658 3 Flies 1 NA,712670,PAChoice,AAB,4,NA,1658,Flies 1,NA,fly
157,PA Choice F 4 2 1695 3 Flies 1 NA,PA,Choice,PA Choice F 4 2 1695 3 Flies 1 NA,F,3,22260,0,PA Choice F 4 2 1695 3 Flies 1 NA,22260,PAChoice,AAB,4,2,1695,Flies 1,NA,fly
159,PA Choice F 4 2 1697 3 Flies 1 NA,PA,Choice,PA Choice F 4 2 1697 3 Flies 1 NA,F,3,585120,200,PA Choice F 4 2 1697 3 Flies 1 NA,585320,PAChoice,AAB,4,2,1697,Flies 1,NA,fly
583,PA Choice F 4 NA 2016 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2016 3 Flies 3 NA,F,3,15900,500,PA Choice F 4 NA 2016 3 Flies 3 NA,16400,PAChoice,X,4,NA,2016,Flies 3,NA,fly
585,PA Choice F 4 NA 2018 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2018 3 Flies 3 NA,F,3,104940,225,PA Choice F 4 NA 2018 3 Flies 3 NA,105165,PAChoice,X,4,NA,2018,Flies 3,NA,fly
587,PA Choice F 4 NA 2020 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2020 3 Flies 3 NA,F,3,661440,75,PA Choice F 4 NA 2020 3 Flies 3 NA,661515,PAChoice,X,4,NA,2020,Flies 3,NA,fly
663,PA Choice F 4 NA 2094 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2094 3 Flies 3 NA,F,3,57240,0,PA Choice F 4 NA 2094 3 Flies 3 NA,57240,PAChoice,LAB,4,NA,2094,Flies 3,NA,fly
665,PA Choice F 4 NA 2096 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2096 3 Flies 3 NA,F,3,864960,200,PA Choice F 4 NA 2096 3 Flies 3 NA,865160,PAChoice,LAB,4,NA,2096,Flies 3,NA,fly
667,PA Choice F 4 NA 2098 3 Flies 3 NA,PA,Choice,PA Choice F 4 NA 2098 3 Flies 3 NA,F,3,534240,3180,PA Choice F 4 NA 2098 3 Flies 3 NA,537420,PAChoice,LAB,4,NA,2098,Flies 3,NA,fly
107,PA Choice F 4 NA 3371 5 Flies 1 NA,PA,Choice,PA Choice F 4 NA 3371 5 Flies 1 NA,F,5,178080,50,PA Choice F 4 NA 3371 5 Flies 1 NA,178130,PAChoice,CV,4,NA,3371,Flies 1,NA,fly
109,PA Choice F 4 NA 3373 5 Flies 1 NA,PA,Choice,PA Choice F 4 NA 3373 5 Flies 1 NA,F,5,101760,300,PA Choice F 4 NA 3373 5 Flies 1 NA,102060,PAChoice,CV,4,NA,3373,Flies 1,NA,fly
111,PA Choice F 4 NA 3375 5 Flies 1 NA,PA,Choice,PA Choice F 4 NA 3375 5 Flies 1 NA,F,5,127200,125,PA Choice F 4 NA 3375 5 Flies 1 NA,127325,PAChoice,CV,4,NA,3375,Flies 1,NA,fly
1,PA Choice M 4 NA 1541 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1541 3 Flies 1 NA,M,3,5167.5,125,PA Choice M 4 NA 1541 3 Flies 1 NA,5292.5,PAChoice,LAB,4,NA,1541,Flies 1,NA,fly
3,PA Choice M 4 NA 1543 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1543 3 Flies 1 NA,M,3,7155,150,PA Choice M 4 NA 1543 3 Flies 1 NA,7305,PAChoice,LAB,4,NA,1543,Flies 1,NA,fly
5,PA Choice M 4 NA 1545 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1545 3 Flies 1 NA,M,3,2782.5,0,PA Choice M 4 NA 1545 3 Flies 1 NA,2782.5,PAChoice,LAB,4,NA,1545,Flies 1,NA,fly
111,PA Choice M 4 NA 1650 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1650 3 Flies 1 NA,M,3,457920,0,PA Choice M 4 NA 1650 3 Flies 1 NA,457920,PAChoice,AAB,4,NA,1650,Flies 1,NA,fly
113,PA Choice M 4 NA 1652 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1652 3 Flies 1 NA,M,3,85860,75,PA Choice M 4 NA 1652 3 Flies 1 NA,85935,PAChoice,AAB,4,NA,1652,Flies 1,NA,fly
115,PA Choice M 4 NA 1654 3 Flies 1 NA,PA,Choice,PA Choice M 4 NA 1654 3 Flies 1 NA,M,3,3577.5,0,PA Choice M 4 NA 1654 3 Flies 1 NA,3577.5,PAChoice,AAB,4,NA,1654,Flies 1,NA,fly
151,PA Choice M 4 2 1689 3 Flies 1 NA,PA,Choice,PA Choice M 4 2 1689 3 Flies 1 NA,M,3,7155,550,PA Choice M 4 2 1689 3 Flies 1 NA,7705,PAChoice,AAB,4,2,1689,Flies 1,NA,fly
153,PA Choice M 4 2 1691 3 Flies 1 NA,PA,Choice,PA Choice M 4 2 1691 3 Flies 1 NA,M,3,9142.5,100,PA Choice M 4 2 1691 3 Flies 1 NA,9242.5,PAChoice,AAB,4,2,1691,Flies 1,NA,fly
155,PA Choice M 4 2 1693 3 Flies 1 NA,PA,Choice,PA Choice M 4 2 1693 3 Flies 1 NA,M,3,12322.5,125,PA Choice M 4 2 1693 3 Flies 1 NA,12447.5,PAChoice,AAB,4,2,1693,Flies 1,NA,fly
577,PA Choice M 4 NA 2010 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2010 3 Flies 3 NA,M,3,16297.5,100,PA Choice M 4 NA 2010 3 Flies 3 NA,16397.5,PAChoice,X,4,NA,2010,Flies 3,NA,fly
579,PA Choice M 4 NA 2012 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2012 3 Flies 3 NA,M,3,101760,200,PA Choice M 4 NA 2012 3 Flies 3 NA,101960,PAChoice,X,4,NA,2012,Flies 3,NA,fly
581,PA Choice M 4 NA 2014 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2014 3 Flies 3 NA,M,3,136740,325,PA Choice M 4 NA 2014 3 Flies 3 NA,137065,PAChoice,X,4,NA,2014,Flies 3,NA,fly
657,PA Choice M 4 NA 2088 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2088 3 Flies 3 NA,M,3,839520,100,PA Choice M 4 NA 2088 3 Flies 3 NA,839620,PAChoice,LAB,4,NA,2088,Flies 3,NA,fly
659,PA Choice M 4 NA 2090 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2090 3 Flies 3 NA,M,3,3975,275,PA Choice M 4 NA 2090 3 Flies 3 NA,4250,PAChoice,LAB,4,NA,2090,Flies 3,NA,fly
661,PA Choice M 4 NA 2092 3 Flies 3 NA,PA,Choice,PA Choice M 4 NA 2092 3 Flies 3 NA,M,3,9540,250,PA Choice M 4 NA 2092 3 Flies 3 NA,9790,PAChoice,LAB,4,NA,2092,Flies 3,NA,fly
101,PA Choice M 4 NA 3365 5 Flies 1 NA,PA,Choice,PA Choice M 4 NA 3365 5 Flies 1 NA,M,5,159000,0,PA Choice M 4 NA 3365 5 Flies 1 NA,159000,PAChoice,CV,4,NA,3365,Flies 1,NA,fly
103,PA Choice M 4 NA 3367 5 Flies 1 NA,PA,Choice,PA Choice M 4 NA 3367 5 Flies 1 NA,M,5,356160,50,PA Choice M 4 NA 3367 5 Flies 1 NA,356210,PAChoice,CV,4,NA,3367,Flies 1,NA,fly
105,PA Choice M 4 NA 3369 5 Flies 1 NA,PA,Choice,PA Choice M 4 NA 3369 5 Flies 1 NA,M,5,101760,66780,PA Choice M 4 NA 3369 5 Flies 1 NA,168540,PAChoice,CV,4,NA,3369,Flies 1,NA,fly
761,PA Choice NA 4 NA 2184 3 Diet 3 A,PA,Choice,PA Choice NA 4 NA 2184 3 Diet 3 A,NA,3,73267200,0,PA Choice NA 4 NA 2184 3 Diet 3 A,73267200,PAChoice,X,4,NA,2184,Diet 3,A,diet
765,PA Choice NA 4 NA 2187 3 Diet 3 A,PA,Choice,PA Choice NA 4 NA 2187 3 Diet 3 A,NA,3,42332160,0,PA Choice NA 4 NA 2187 3 Diet 3 A,42332160,PAChoice,X,4,NA,2187,Diet 3,A,diet
767,PA Choice NA 4 NA 2189 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2189 3 Diet 3 L,NA,3,63498240,12720,PA Choice NA 4 NA 2189 3 Diet 3 L,63510960,PAChoice,X,4,NA,2189,Diet 3,L,diet
769,PA Choice NA 4 NA 2191 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2191 3 Diet 3 L,NA,3,29306880,3180,PA Choice NA 4 NA 2191 3 Diet 3 L,29310060,PAChoice,X,4,NA,2191,Diet 3,L,diet
771,PA Choice NA 4 NA 2193 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2193 3 Diet 3 L,NA,3,14653440,6360,PA Choice NA 4 NA 2193 3 Diet 3 L,14659800,PAChoice,X,4,NA,2193,Diet 3,L,diet
849,PA Choice NA 4 NA 2262 3 Diet 3 A,PA,Choice,PA Choice NA 4 NA 2262 3 Diet 3 A,NA,3,12720,0,PA Choice NA 4 NA 2262 3 Diet 3 A,12720,PAChoice,LAB,4,NA,2262,Diet 3,A,diet
851,PA Choice NA 4 NA 2264 3 Diet 3 A,PA,Choice,PA Choice NA 4 NA 2264 3 Diet 3 A,NA,3,76320,0,PA Choice NA 4 NA 2264 3 Diet 3 A,76320,PAChoice,LAB,4,NA,2264,Diet 3,A,diet
853,PA Choice NA 4 NA 2266 3 Diet 3 A,PA,Choice,PA Choice NA 4 NA 2266 3 Diet 3 A,NA,3,92220,0,PA Choice NA 4 NA 2266 3 Diet 3 A,92220,PAChoice,LAB,4,NA,2266,Diet 3,A,diet
855,PA Choice NA 4 NA 2268 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2268 3 Diet 3 L,NA,3,124020,400,PA Choice NA 4 NA 2268 3 Diet 3 L,124420,PAChoice,LAB,4,NA,2268,Diet 3,L,diet
857,PA Choice NA 4 NA 2270 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2270 3 Diet 3 L,NA,3,82680,725,PA Choice NA 4 NA 2270 3 Diet 3 L,83405,PAChoice,LAB,4,NA,2270,Diet 3,L,diet
859,PA Choice NA 4 NA 2272 3 Diet 3 L,PA,Choice,PA Choice NA 4 NA 2272 3 Diet 3 L,NA,3,3052800,450,PA Choice NA 4 NA 2272 3 Diet 3 L,3053250,PAChoice,LAB,4,NA,2272,Diet 3,L,diet
305,PA Choice NA 4 NA 3568 5 Diet 1 A,PA,Choice,PA Choice NA 4 NA 3568 5 Diet 1 A,NA,5,1628160,0,PA Choice NA 4 NA 3568 5 Diet 1 A,1628160,PAChoice,CV,4,NA,3568,Diet 1,A,diet
307,PA Choice NA 4 NA 3570 5 Diet 1 A,PA,Choice,PA Choice NA 4 NA 3570 5 Diet 1 A,NA,5,1017600,0,PA Choice NA 4 NA 3570 5 Diet 1 A,1017600,PAChoice,CV,4,NA,3570,Diet 1,A,diet
309,PA Choice NA 4 NA 3572 5 Diet 1 A,PA,Choice,PA Choice NA 4 NA 3572 5 Diet 1 A,NA,5,1017600,0,PA Choice NA 4 NA 3572 5 Diet 1 A,1017600,PAChoice,CV,4,NA,3572,Diet 1,A,diet
311,PA Choice NA 4 NA 3574 5 Diet 1 L,PA,Choice,PA Choice NA 4 NA 3574 5 Diet 1 L,NA,5,4884480,25,PA Choice NA 4 NA 3574 5 Diet 1 L,4884505,PAChoice,CV,4,NA,3574,Diet 1,L,diet
313,PA Choice NA 4 NA 3576 5 Diet 1 L,PA,Choice,PA Choice NA 4 NA 3576 5 Diet 1 L,NA,5,2645760,25,PA Choice NA 4 NA 3576 5 Diet 1 L,2645785,PAChoice,CV,4,NA,3576,Diet 1,L,diet
315,PA Choice NA 4 NA 3578 5 Diet 1 L,PA,Choice,PA Choice NA 4 NA 3578 5 Diet 1 L,NA,5,814080,50,PA Choice NA 4 NA 3578 5 Diet 1 L,814130,PAChoice,CV,4,NA,3578,Diet 1,L,diet
25,PA Control F 4 NA 1565 3 Flies 1 NA,PA,Control,PA Control F 4 NA 1565 3 Flies 1 NA,F,3,17092.5,0,PA Control F 4 NA 1565 3 Flies 1 NA,17092.5,PAControl,X,4,NA,1565,Flies 1,NA,fly
27,PA Control F 4 NA 1567 3 Flies 1 NA,PA,Control,PA Control F 4 NA 1567 3 Flies 1 NA,F,3,69960,0,PA Control F 4 NA 1567 3 Flies 1 NA,69960,PAControl,X,4,NA,1567,Flies 1,NA,fly
29,PA Control F 4 NA 1569 3 Flies 1 NA,PA,Control,PA Control F 4 NA 1569 3 Flies 1 NA,F,3,41340,0,PA Control F 4 NA 1569 3 Flies 1 NA,41340,PAControl,X,4,NA,1569,Flies 1,NA,fly
45,PA Control F 4 2 1585 3 Flies 1 NA,PA,Control,PA Control F 4 2 1585 3 Flies 1 NA,F,3,3180,175,PA Control F 4 2 1585 3 Flies 1 NA,3355,PAControl,X,4,2,1585,Flies 1,NA,fly
47,PA Control F 4 2 1587 3 Flies 1 NA,PA,Control,PA Control F 4 2 1587 3 Flies 1 NA,F,3,25440,50,PA Control F 4 2 1587 3 Flies 1 NA,25490,PAControl,X,4,2,1587,Flies 1,NA,fly
49,PA Control F 4 2 1589 3 Flies 1 NA,PA,Control,PA Control F 4 2 1589 3 Flies 1 NA,F,3,76320,125,PA Control F 4 2 1589 3 Flies 1 NA,76445,PAControl,X,4,2,1589,Flies 1,NA,fly
